,train,val,test
1815,C3L-04880-23,,
1816,C3L-04880-24,,
1817,C3L-04079-21,,
1818,C3L-04880-21,,
1819,C3L-04880-25,,
1820,C3L-04878-23,,
1821,C3L-05399-22,,
1822,C3L-05398-24,,
1823,C3L-05398-21,,
1824,C3L-05399-25,,
1825,C3L-05398-23,,
1826,C3L-05398-22,,
1827,C3L-04878-21,,
1828,C3L-05398-25,,
1829,C3L-04878-25,,
1830,C3L-05397-23,,
1831,C3L-05397-25,,
1832,C3L-05397-24,,
1833,C3L-04874-23,,
1834,C3L-04874-22,,
1835,C3L-04874-24,,
1836,C3L-04874-21,,
1837,C3N-03880-21,,
1838,C3L-04874-25,,
1839,C3N-03880-22,,
1840,C3L-05397-21,,
1841,C3L-04873-22,,
1842,C3L-04873-23,,
1843,C3L-05397-22,,
1844,C3L-04873-21,,
1845,C3L-04873-25,,
1846,C3N-03882-22,,
1847,C3L-05394-24,,
1848,C3L-04873-24,,
1849,C3L-05394-23,,
1850,C3L-05394-21,,
1851,C3L-05394-22,,
1852,C3L-00603-21,,
1853,C3L-00603-22,,
1854,C3L-04856-25,,
1855,C3L-04872-23,,
1856,C3L-04872-21,,
1857,C3L-04746-25,,
1858,C3L-05428-22,,
1859,C3L-04786-22,,
1860,C3L-04872-24,,
1861,C3N-04155-23,,
1862,C3L-04786-24,,
1863,C3N-01018-24,,
1864,C3L-04367-21,,
1865,C3L-04872-22,,
1866,C3L-04367-22,,
1867,C3L-05395-24,,
1868,C3L-05395-23,,
1869,C3L-02891-23,,
1870,C3L-02891-21,,
1871,C3L-05395-21,,
1872,C3L-05395-22,,
1873,C3L-00568-23,,
1874,C3L-04861-22,,
1875,C3L-00568-22,,
1876,C3L-00568-21,,
1877,C3L-04872-25,,
1878,C3L-02951-23,,
1879,C3L-05395-25,,
1880,C3L-05394-25,,
1881,C3L-02963-23,,
1882,C3L-02951-22,,
1883,C3L-02963-21,,
1884,C3L-02963-22,,
1885,C3L-04871-23,,
1886,C3L-02964-21,,
1887,C3L-04367-25,,
1888,C3L-04367-24,,
1889,C3L-02964-22,,
1890,C3L-00445-25,,
1891,C3L-00445-21,,
1892,C3L-02968-22,,
1893,C3L-02969-22,,
1894,C3L-02969-21,,
1895,C3N-01018-21,,
1896,C3L-05393-22,,
1897,C3N-01018-23,,
1898,C3L-05393-24,,
1899,C3L-00415-21,,
1900,C3L-00415-23,,
1901,C3L-04871-21,,
1902,C3L-04871-22,,
1903,C3L-04786-21,,
1904,C3L-05393-21,,
1905,C3L-05393-25,,
1906,C3L-05392-21,,
1907,C3L-02624-21,,
1908,C3L-05392-23,,
1909,C3L-05392-24,,
1910,C3L-04378-22,,
1911,C3L-05369-21,,
1912,C3L-05392-25,,
1913,C3L-02624-22,,
1914,C3L-02624-24,,
1915,C3L-02618-21,,
1916,C3L-02618-25,,
1917,C3L-05369-23,,
1918,C3L-02618-24,,
1919,C3L-02618-23,,
1920,C3L-02618-22,,
1921,C3L-03272-23,,
1922,C3L-03272-21,,
1923,C3L-04921-23,,
1924,C3L-04922-25,,
1925,C3L-04922-22,,
1926,C3L-04378-25,,
1927,C3L-04922-21,,
1928,C3L-04922-23,,
1929,C3L-05369-25,,
1930,C3L-05369-24,,
1931,C3L-05020-25,,
1932,C3L-05020-21,,
1933,C3L-04871-24,,
1934,C3L-04868-24,,
1935,C3L-04378-24,,
1936,C3L-03987-23,,
1937,C3L-04786-23,,
1938,C3L-04792-24,,
1939,C3N-01018-22,,
1940,C3L-05020-22,,
1941,C3L-04863-22,,
1942,C3L-04863-23,,
1943,C3L-05022-24,,
1944,C3L-05022-21,,
1945,C3L-05022-22,,
1946,C3L-05022-23,,
1947,C3L-04792-25,,
1948,C3L-04863-25,,
1949,C3L-04863-24,,
1950,C3L-04871-25,,
1951,C3L-04792-22,,
1952,C3L-04858-22,,
1953,C3L-04858-25,,
1954,C3L-04858-21,,
1955,C3L-04858-23,,
1956,C3N-04155-21,,
1957,C3L-03987-22,,
1958,C3L-04868-21,,
1959,C3L-03987-21,,
1960,C3L-04858-24,,
1961,C3L-03987-25,,
1962,C3L-03987-24,,
1963,C3L-04868-23,,
1964,C3L-04868-22,,
1965,C3L-04402-21,,
1966,C3N-03486-23,,
1967,C3N-03486-22,,
1968,C3N-03486-21,,
1969,C3L-04792-21,,
1970,C3L-00081-21,,
1971,C3L-04402-23,,
1972,C3L-04404-21,,
1973,C3L-04804-24,,
1974,C3L-04379-23,,
1975,C3N-00229-30,,
1976,C3N-00309-22,,
1977,C3L-04866-23,,
1978,C3L-04866-21,,
1979,C3L-04804-21,,
1980,C3L-04866-25,,
1981,C3L-04804-23,,
1982,C3L-04804-22,,
1983,C3L-04808-23,,
1984,C3L-04866-24,,
1985,C3L-04866-22,,
1986,C3L-04861-25,,
1987,C3L-04856-22,,
1988,C3N-00309-24,,
1989,C3N-00229-29,,
1990,C3N-05929-23,,
1991,C3N-05923-21,,
1992,C3N-05915-21,,
1993,C3N-01893-23,,
1994,C3L-04781-25,,
1995,C3N-05629-21,,
1996,C3N-05100-27,,
1997,C3N-05080-27,,
1998,C3N-05080-25,,
1999,C3N-05079-21,,
2000,C3N-05078-21,,
2001,C3N-04713-26,,
2002,C3N-04701-24,,
2003,C3N-02725-22,,
2004,C3N-02725-23,,
2005,C3N-04673-24,,
2006,C3L-05225-25,,
2007,C3L-05225-24,,
2008,C3N-04609-21,,
2009,C3N-04609-22,,
2010,C3N-04609-23,,
2011,C3N-04457-21,,
2012,C3N-04457-23,,
2013,C3N-04457-22,,
2014,C3L-04781-23,,
2015,C3L-05221-23,,
2016,C3L-04781-22,,
2017,C3L-04781-21,,
2018,C3N-02725-21,,
2019,C3L-04854-23,,
2020,C3N-03441-21,,
2021,C3L-03982-21,,
2022,C3L-03982-22,,
2023,C3L-03982-25,,
2024,C3N-04169-22,,
2025,C3L-03678-21,,
2026,C3L-03678-23,,
2027,C3N-04167-22,,
2028,C3N-04167-21,,
2029,C3L-05221-24,,
2030,C3N-04167-23,,
2031,C3L-05221-21,,
2032,C3L-05212-23,,
2033,C3L-05221-22,,
2034,C3N-03425-25,,
2035,C3L-05221-25,,
2036,C3L-05212-22,,
2037,C3L-04854-21,,
2038,C3L-04367-23,,
2039,C3L-04854-24,,
2040,C3L-05427-23,,
2041,C3L-05427-24,,
2042,C3L-05427-21,,
2043,C3N-00839-21,,
2044,C3N-00839-22,,
2045,C3N-00839-23,,
2046,C3L-05427-22,,
2047,C3L-05427-25,,
2048,C3L-05212-21,,
2049,C3L-05423-24,,
2050,C3L-05422-22,,
2051,C3L-05212-25,,
2052,C3L-05212-24,,
2053,C3N-00555-21,,
2054,C3N-03923-22,,
2055,C3N-03923-23,,
2056,C3N-00555-24,,
2057,C3N-03923-21,,
2058,C3N-00555-23,,
2059,C3L-05176-23,,
2060,C3N-03424-23,,
2061,C3L-05176-22,,
2062,C3L-05172-21,,
2063,C3L-05423-23,,
2064,C3L-05423-22,,
2065,C3L-05423-21,,
2066,C3L-05422-23,,
2067,C3L-05423-25,,
2068,C3L-05422-21,,
2069,C3L-05422-24,,
2070,C3N-04162-23,,
2071,C3N-04162-22,,
2072,C3N-04179-26,,
2073,C3L-03961-23,,
2074,C3N-03762-21,,
2075,C3L-03961-25,,
2076,C3L-03961-24,,
2077,C3N-04170-21,,
2078,C3L-05422-25,,
2079,C3L-05420-24,,
2080,C3L-05420-22,,
2081,C3L-05420-21,,
2082,C3L-05172-24,,
2083,C3L-05176-25,,
2084,C3L-03961-22,,
2085,C3L-05176-24,,
2086,C3N-00497-21,,
2087,C3L-03961-21,,
2088,C3L-03962-24,,
2089,C3L-03962-25,,
2090,C3L-03962-21,,
2091,C3L-03962-22,,
2092,C3L-03963-25,,
2093,C3L-04861-24,,
2094,C3L-04861-23,,
2095,C3L-04861-21,,
2096,C3L-03963-21,,
2097,C3L-03963-23,,
2098,C3L-03965-25,,
2099,C3L-03963-24,,
2100,C3L-03965-22,,
2101,C3L-03965-21,,
2102,C3L-03965-23,,
2103,C3L-03965-24,,
2104,C3L-03982-23,,
2105,C3L-03982-24,,
2106,C3L-04728-21,,
2107,C3L-05145-24,,
2108,C3L-05145-25,,
2109,C3L-04391-23,,
2110,C3L-05145-21,,
2111,C3L-05020-24,,
2112,C3L-04013-22,,
2113,C3L-04410-22,,
2114,C3L-04013-24,,
2115,C3L-04013-25,,
2116,C3L-05145-23,,
2117,C3L-04013-21,,
2118,C3L-04013-23,,
2119,C3L-04014-25,,
2120,C3L-04014-24,,
2121,C3L-04014-22,,
2122,C3L-04014-21,,
2123,C3L-04014-23,,
2124,C3L-04334-23,,
2125,C3L-04856-21,,
2126,C3L-04334-22,,
2127,C3L-04334-21,,
2128,C3L-04334-24,,
2129,C3L-04856-23,,
2130,C3L-04854-25,,
2131,C3L-05420-23,,
2132,C3L-04808-21,,
2133,C3L-04334-25,,
2134,C3L-04808-22,,
2135,C3L-05172-22,,
2136,C3L-04410-21,,
2137,C3N-01846-23,,
2138,C3L-04409-23,,
2139,C3N-01846-21,,
2140,C3N-01846-22,,
2141,C3L-04071-21,,
2142,C3L-04409-21,,
2143,C3L-04410-23,,
2144,C3L-04071-23,,
2145,C3L-04408-21,,
2146,C3L-05150-22,,
2147,C3L-05150-21,,
2148,C3L-05150-25,,
2149,C3N-00309-21,,
2150,C3N-01893-22,,
2151,C3L-05148-21,,
2152,C3L-05148-24,,
2153,C3L-05148-25,,
2154,C3L-05148-22,,
2155,C3N-01892-28,,
2156,C3L-05150-23,,
2157,C3L-05148-23,,
2158,C3L-05150-24,,
2159,C3N-01892-29,,
2160,C3N-01859-21,,
2161,C3N-01858-21,,
2162,C3L-02621-23,,
2163,C3N-01858-22,,
2164,C3L-02621-21,,
2165,C3L-02621-25,,
2166,C3N-04277-22,,
2167,C3N-04279-21,,
2168,C3L-04025-23,,
2169,C3N-04278-21,,
2170,C3L-04025-21,,
2171,C3L-04025-22,,
2172,C3L-04025-24,,
2173,C3L-04025-25,,
2174,C3L-04354-25,,
2175,C3L-04354-24,,
2176,C3L-04354-23,,
2177,C3L-04354-22,,
2178,C3N-00519-21,,
2179,C3N-00519-24,,
2180,C3N-00519-22,,
2181,C3N-00519-23,,
2182,C3N-00498-22,,
2183,C3N-00498-23,,
2184,C3N-00498-21,,
2185,C3N-00498-24,,
2186,C3N-03008-21,,
2187,C3N-02925-21,,
2188,C3N-02925-22,,
2189,C3N-00295-21,,
2190,C3N-00204-23,,
2191,C3N-00295-24,,
2192,C3N-00828-23,,
2193,C3N-00825-23,,
2194,C3N-00297-24,,
2195,C3N-02730-22,,
2196,C3N-02730-21,,
2197,C3N-02727-23,,
2198,C3N-04151-23,,
2199,C3N-04151-22,,
2200,C3N-04153-22,,
2201,C3N-04153-21,,
2202,C3N-02727-22,,
2203,C3N-03620-22,,
2204,C3N-03433-22,,
2205,C3N-03620-23,,
2206,C3N-03456-21,,
2207,C3N-03620-21,,
2208,C3N-03028-21,,
2209,C3N-02727-21,,
2210,C3N-00297-23,,
2211,C3N-00299-24,,
2212,C3N-02716-22,,
2213,C3N-02716-23,,
2214,C3N-02716-21,,
2215,C3N-02714-21,,
2216,C3N-02714-23,,
2217,C3N-01944-21,,
2218,C3N-00204-21,,
2219,C3N-00204-22,,
2220,C3N-01945-24,,
2221,C3N-01946-21,,
2222,C3N-01947-22,,
2223,C3N-01948-21,,
2224,C3N-01948-23,,
2225,C3L-04791-21,,
2226,C3L-04791-22,,
2227,C3L-04791-25,,
2228,C3L-02617-24,,
2229,C3L-02617-23,,
2230,C3N-03664-22,,
2231,C3N-00299-21,,
2232,C3N-00299-22,,
2233,C3N-03933-21,,
2234,C3N-03458-21,,
2235,C3N-03933-22,,
2236,C3N-03664-23,,
2237,C3N-03664-21,,
2238,C3L-01237-24,,
2239,C3N-03457-22,,
2240,C3N-03042-21,,
2241,C3N-02714-22,,
2242,C3N-00297-22,,
2243,C3N-04152-23,,
2244,C3N-03837-21,,
2245,C3N-03027-21,,
2246,C3N-04152-22,,
2247,C3N-02713-23,,
2248,C3N-02713-21,,
2249,C3N-03781-21,,
2250,C3N-03782-21,,
2251,C3N-03841-22,,
2252,C3N-03487-23,,
2253,C3N-03783-21,,
2254,C3L-02617-22,,
2255,C3N-03045-21,,
2256,C3N-03488-21,,
2257,C3N-03488-23,,
2258,C3N-03487-22,,
2259,C3N-03487-21,,
2260,C3N-03488-22,,
2261,C3L-02617-25,,
2262,C3L-04844-22,,
2263,C3N-03042-22,,
2264,C3L-04844-21,,
2265,C3L-04849-22,,
2266,C3L-04849-21,,
2267,C3N-00204-24,,
2268,C3N-02713-22,,
2269,C3N-02700-21,,
2270,C3N-03490-21,,
2271,C3N-03490-22,,
2272,C3N-03490-23,,
2273,C3N-03612-21,,
2274,C3N-00857-22,,
2275,C3N-02333-22,,
2276,C3N-02333-21,,
2277,C3N-03841-21,,
2278,C3L-01138-21,,
2279,C3N-02694-22,,
2280,C3N-01758-22,,
2281,C3N-01758-21,,
2282,C3N-01757-21,,
2283,C3N-01757-24,,
2284,C3N-01756-21,,
2285,C3N-03928-23,,
2286,C3N-01755-22,,
2287,C3N-01755-21,,
2288,C3N-01755-23,,
2289,C3N-01754-21,,
2290,C3N-01754-22,,
2291,C3N-01752-22,,
2292,C3N-00306-21,,
2293,C3N-00306-22,,
2294,C3N-00306-23,,
2295,C3N-00871-22,,
2296,C3N-01620-21,,
2297,C3N-01620-23,,
2298,C3N-03612-23,,
2299,C3N-01337-24,,
2300,C3N-03612-22,,
2301,C3N-01338-21,,
2302,C3N-01338-22,,
2303,C3N-03012-21,,
2304,C3N-03849-22,,
2305,C3N-00307-23,,
2306,C3N-03619-21,,
2307,C3N-00307-21,,
2308,C3L-02617-21,,
2309,C3N-00307-22,,
2310,C3N-00307-24,,
2311,C3N-00306-24,,
2312,C3N-04611-23,,
2313,C3N-04611-22,,
2314,C3N-03928-22,,
2315,C3N-01340-21,,
2316,C3N-03878-22,,
2317,C3N-03878-21,,
2318,C3N-00828-21,,
2319,C3N-00828-24,,
2320,C3N-00828-22,,
2321,C3N-00829-24,,
2322,C3N-03226-21,,
2323,C3N-03226-23,,
2324,C3N-02275-24,,
2325,C3N-00829-23,,
2326,C3N-03876-22,,
2327,C3N-00829-21,,
2328,C3L-00999-24,,
2329,C3L-00997-24,,
2330,C3L-00999-21,,
2331,C3N-02279-21,,
2332,C3L-00997-21,,
2333,C3L-00995-23,,
2334,C3L-00995-22,,
2335,C3N-02693-21,,
2336,C3L-00995-21,,
2337,C3N-00846-21,,
2338,C3L-00995-24,,
2339,C3L-00994-22,,
2340,C3L-00994-21,,
2341,C3N-00846-23,,
2342,C3L-00994-23,,
2343,C3L-02621-24,,
2344,C3L-00994-24,,
2345,C3N-00846-22,,
2346,C3N-04280-23,,
2347,C3N-04152-21,,
2348,C3N-03619-23,,
2349,C3N-03876-21,,
2350,C3N-04611-21,,
2351,C3N-03015-21,,
2352,C3L-02651-22,,
2353,C3N-04273-23,,
2354,C3N-04273-21,,
2355,C3L-02651-23,,
2356,C3L-02651-25,,
2357,C3L-00977-22,,
2358,C3L-00987-21,,
2359,C3L-00987-24,,
2360,C3L-00987-22,,
2361,C3N-03888-23,,
2362,C3N-03888-21,,
2363,C3N-03889-23,,
2364,C3N-03888-22,,
2365,C3N-03889-21,,
2366,C3N-03889-22,,
2367,C3N-00662-21,,
2368,C3L-02704-24,,
2369,C3L-02704-25,,
2370,C3L-02465-22,,
2371,C3L-02465-21,,
2372,C3L-03740-21,,
2373,C3L-03747-22,,
2374,C3L-02542-21,,
2375,C3L-02542-23,,
2376,C3L-02542-22,,
2377,C3L-02704-22,,
2378,C3L-03747-21,,
2379,C3L-02705-23,,
2380,C3L-03744-21,,
2381,C3L-02705-21,,
2382,C3L-02705-25,,
2383,C3L-02705-24,,
2384,C3L-02707-24,,
2385,C3L-02707-22,,
2386,C3L-02707-25,,
2387,C3L-02708-24,,
2388,C3L-02708-22,,
2389,C3L-02708-21,,
2390,C3L-02708-23,,
2391,C3N-00665-21,,
2392,C3N-00665-22,,
2393,C3N-00665-24,,
2394,C3N-00665-23,,
2395,C3N-00663-21,,
2396,C3N-00663-24,,
2397,C3N-00663-22,,
2398,C3N-00663-23,,
2399,C3L-02704-23,,
2400,C3L-02900-21,,
2401,C3L-03748-21,,
2402,C3N-00661-21,,
2403,C3L-02970-23,,
2404,C3L-02970-22,,
2405,C3L-02970-21,,
2406,C3N-00662-22,,
2407,C3N-00662-23,,
2408,C3L-02984-22,,
2409,C3N-00661-23,,
2410,C3L-03266-21,,
2411,C3L-03748-22,,
2412,C3L-03387-21,,
2413,C3L-03387-24,,
2414,C3L-03390-24,,
2415,C3L-03390-23,,
2416,C3L-03392-21,,
2417,C3L-03400-25,,
2418,C3L-03400-22,,
2419,C3L-03405-26,,
2420,C3L-03405-21,,
2421,C3L-03968-24,,
2422,C3L-03407-27,,
2423,C3L-03547-23,,
2424,C3L-03547-22,,
2425,C3L-03748-23,,
2426,C3L-03549-25,,
2427,C3L-03968-21,,
2428,C3L-03549-24,,
2429,C3L-03968-22,,
2430,C3L-03549-22,,
2431,C3L-03547-21,,
2432,C3L-03549-21,,
2433,C3L-03554-23,,
2434,C3L-03554-24,,
2435,C3L-04084-22,,
2436,C3L-04084-21,,
2437,C3L-03554-22,,
2438,C3L-04084-23,,
2439,C3L-03557-24,,
2440,C3L-03557-23,,
2441,C3L-03557-21,,
2442,C3L-03559-21,,
2443,C3L-03559-23,,
2444,C3L-03588-23,,
2445,C3L-03588-22,,
2446,C3L-03559-25,,
2447,C3L-03588-21,,
2448,C3L-03681-22,,
2449,C3L-03681-21,,
2450,C3L-04084-25,,
2451,C3L-03727-21,,
2452,C3L-03744-23,,
2453,C3L-03744-22,,
2454,C3L-03748-24,,
2455,C3L-03735-21,,
2456,C3L-02704-21,,
2457,C3L-04362-25,,
2458,C3L-04362-22,,
2459,C3L-04362-21,,
2460,C3L-04362-24,,
2461,C3L-04362-23,,
2462,C3L-02642-22,,
2463,C3L-02642-24,,
2464,C3L-02642-25,,
2465,C3L-02642-21,,
2466,C3L-02642-23,,
2467,C3L-04815-22,,
2468,C3L-04815-25,,
2469,C3L-04815-21,,
2470,C3L-04817-23,,
2471,C3L-04815-24,,
2472,C3L-04817-25,,
2473,C3L-04817-21,,
2474,C3L-04817-22,,
2475,C3L-04819-21,,
2476,C3L-04838-23,,
2477,C3L-04819-22,,
2478,C3L-04819-24,,
2479,C3L-04838-24,,
2480,C3L-04838-21,,
2481,C3L-04838-25,,
2482,C3L-04843-23,,
2483,C3L-04843-24,,
2484,C3L-04843-25,,
2485,C3L-04843-21,,
2486,C3L-04838-22,,
2487,C3L-04036-22,,
2488,C3L-04036-21,,
2489,C3L-04036-25,,
2490,C3L-04036-24,,
2491,C3L-04036-23,,
2492,C3L-04038-23,,
2493,C3L-04038-22,,
2494,C3L-04038-25,,
2495,C3L-04038-21,,
2496,C3L-04082-22,,
2497,C3L-04082-23,,
2498,C3L-04083-21,,
2499,C3L-04083-23,,
2500,C3L-04083-25,,
2501,C3L-04083-22,,
2502,C3L-04082-21,,
2503,C3L-04083-24,,
2504,C3L-04090-21,,
2505,C3L-04213-23,,
2506,C3L-04213-25,,
2507,C3L-04213-22,,
2508,C3L-04213-24,,
2509,C3L-04213-21,,
2510,C3L-00278-22,,
2511,C3L-00278-21,,
2512,C3L-00349-22,,
2513,C3L-04339-24,,
2514,C3L-04339-22,,
2515,C3L-04339-25,,
2516,C3L-04359-23,,
2517,C3L-04359-24,,
2518,C3L-04359-25,,
2519,C3L-04339-23,,
2520,C3L-04339-21,,
2521,C3L-04359-22,,
2522,C3L-03557-22,,
2523,C3L-02041-21,,
2524,C3L-01887-21,,
2525,C3L-01834-22,,
2526,C3L-00016-24,,
2527,C3L-00671-22,,
2528,C3N-03070-21,,
2529,C3L-03385-29,,
2530,C3L-03385-26,,
2531,C3L-03372-24,,
2532,C3L-01327-21,,
2533,C3L-03372-22,,
2534,C3N-03088-21,,
2535,C3N-01192-25,,
2536,C3N-01196-24,,
2537,C3N-03180-22,,
2538,C3N-03180-23,,
2539,C3N-03180-21,,
2540,C3N-03182-22,,
2541,C3N-03182-21,,
2542,C3N-03183-23,,
2543,C3L-01156-22,,
2544,C3L-01157-23,,
2545,C3L-01156-21,,
2546,C3L-01155-22,,
2547,C3L-01154-22,,
2548,C3L-01154-23,,
2549,C3L-01146-22,,
2550,C3L-01149-22,,
2551,C3L-01149-21,,
2552,C3L-01146-25,,
2553,C3L-01142-21,,
2554,C3L-01142-22,,
2555,C3N-03183-22,,
2556,C3L-01061-22,,
2557,C3N-01334-23,,
2558,C3L-01049-21,,
2559,C3L-01049-22,,
2560,C3L-01048-21,,
2561,C3L-01046-24,,
2562,C3L-01048-22,,
2563,C3L-01046-21,,
2564,C3L-01045-24,,
2565,C3L-01043-24,,
2566,C3L-01045-23,,
2567,C3L-01043-21,,
2568,C3L-01040-22,,
2569,C3L-01040-23,,
2570,C3N-01364-22,,
2571,C3N-01364-23,,
2572,C3N-01366-21,,
2573,C3N-01368-23,,
2574,C3N-01367-22,,
2575,C3N-01369-21,,
2576,C3N-01368-21,,
2577,C3N-03184-23,,
2578,C3N-03184-22,,
2579,C3L-00631-21,,
2580,C3L-01232-24,,
2581,C3L-01232-22,,
2582,C3L-00631-23,,
2583,C3N-03186-23,,
2584,C3N-03188-22,,
2585,C3N-03186-21,,
2586,C3N-03188-21,,
2587,C3N-03188-23,,
2588,C3L-00674-22,,
2589,C3L-00674-21,,
2590,C3L-00636-22,,
2591,C3L-00636-21,,
2592,C3L-02706-22,,
2593,C3L-02706-23,,
2594,C3N-01505-21,,
2595,C3N-01517-21,,
2596,C3N-01518-23,,
2597,C3N-01517-23,,
2598,C3N-01518-22,,
2599,C3L-02706-25,,
2600,C3L-02662-21,,
2601,C3L-02644-25,,
2602,C3L-02644-21,,
2603,C3L-02644-22,,
2604,C3L-02644-24,,
2605,C3L-00365-21,,
2606,C3N-01798-22,,
2607,C3N-01798-23,,
2608,C3N-01798-21,,
2609,C3N-01814-23,,
2610,C3N-01814-21,,
2611,C3L-00104-21,,
2612,C3N-01814-22,,
2613,C3N-01815-21,,
2614,C3N-01815-23,,
2615,C3N-01815-22,,
2616,C3N-01816-21,,
2617,C3N-01818-21,,
2618,C3N-01818-22,,
2619,C3N-04691-21,,
2620,C3N-04686-21,,
2621,C3N-04686-24,,
2622,C3N-04693-21,,
2623,C3N-04686-22,,
2624,C3N-04686-23,,
2625,C3N-04683-22,,
2626,C3N-04312-23,,
2627,C3N-04312-21,,
2628,C3N-04312-22,,
2629,C3N-04113-23,,
2630,C3N-04113-22,,
2631,C3N-04100-23,,
2632,C3N-04098-21,,
2633,C3N-04100-22,,
2634,C3N-04100-21,,
2635,C3N-04098-23,,
2636,C3N-04097-22,,
2637,C3N-04097-23,,
2638,C3N-04097-21,,
2639,C3N-04092-22,,
2640,C3N-04094-21,,
2641,C3N-04094-23,,
2642,C3N-04094-22,,
2643,C3N-03939-21,,
2644,C3N-04092-23,,
2645,C3N-03939-22,,
2646,C3N-03939-23,,
2647,C3N-03935-21,,
2648,C3N-03935-23,,
2649,C3N-03810-23,,
2650,C3N-03810-21,,
2651,C3N-03800-21,,
2652,C3N-03810-22,,
2653,C3N-03802-23,,
2654,C3N-03802-22,,
2655,C3N-03802-21,,
2656,C3N-03789-25,,
2657,C3N-03757-26,,
2658,C3N-03756-21,,
2659,C3N-03480-22,,
2660,C3N-03755-21,,
2661,C3N-03449-21,,
2662,C3N-03448-21,,
2663,C3N-03187-22,,
2664,C3N-03187-21,,
2665,C3N-03187-23,,
2666,C3L-00016-23,,
2667,C3N-03025-21,,
2668,C3L-00265-22,,
2669,C3N-03003-22,,
2670,C3N-03003-21,,
2671,C3N-03003-23,,
2672,C3N-03001-21,,
2673,C3N-03001-24,,
2674,C3N-03001-23,,
2675,C3N-03001-22,,
2676,C3N-01852-24,,
2677,C3N-01856-23,,
2678,C3N-01857-21,,
2679,C3N-02682-22,,
2680,C3N-02681-22,,
2681,C3N-03473-23,,
2682,C3L-04795-23,,
2683,C3L-04795-22,,
2684,C3L-04795-21,,
2685,C3L-04795-24,,
2686,C3L-00016-21,,
2687,C3N-02286-23,,
2688,C3N-02286-22,,
2689,C3L-00506-21,,
2690,C3N-02259-21,,
2691,C3N-02181-23,,
2692,C3L-00265-24,,
2693,C3N-02181-22,,
2694,C3L-00265-23,,
2695,C3L-00528-23,,
2696,C3L-00528-22,,
2697,C3L-00528-21,,
2698,C3L-00506-22,,
2699,C3L-00016-22,,
2700,C3N-02181-21,,
2701,C3N-02183-23,,
2702,C3N-02183-22,,
2703,C3N-02185-22,,
2704,C3N-02185-23,,
2705,C3N-02183-21,,
2706,C3N-02185-21,,
2707,C3N-02186-22,,
2708,C3N-02188-22,,
2709,C3N-02186-21,,
2710,C3N-02188-21,,
2711,C3N-02188-23,,
2712,C3N-02190-21,,
2713,C3N-02190-23,,
2714,C3N-02190-22,,
2715,C3N-02255-22,,
2716,C3N-02256-21,,
2717,C3N-01850-21,,
2718,C3N-01850-23,,
2719,C3N-01817-22,,
2720,C3N-01817-21,,
2721,C3N-01370-24,,
2722,C3N-01197-21,,
2723,C3L-00019-21,,
2724,C3L-00019-22,,
2725,C3L-00019-23,,
2726,C3L-04731-22,,
2727,C3L-00429-21,,
2728,C3L-00424-23,,
2729,C3L-00424-22,,
2730,C3L-00424-21,,
2731,C3L-01839-22,,
2732,C3L-01839-23,,
2733,C3L-04731-21,,
2734,C3L-04731-23,,
2735,C3N-02769-23,,
2736,C3N-02769-22,,
2737,C3N-02769-21,,
2738,C3N-02770-30,,
2739,C3N-02770-29,,
2740,C3N-02782-21,,
2741,C3N-02783-25,,
2742,C3N-02783-23,,
2743,C3N-02783-21,,
2744,C3N-02783-22,,
2745,C3N-02784-23,,
2746,C3N-02784-22,,
2747,C3N-02784-21,,
2748,C3N-02785-23,,
2749,C3L-04731-24,,
2750,C3L-00349-21,,
2751,C3N-02785-22,,
2752,C3L-00631-22,,
2753,C3N-02785-21,,
2754,C3N-02786-23,,
2755,C3N-02786-21,,
2756,C3N-02788-23,,
2757,C3N-02788-22,,
2758,C3N-02788-21,,
2759,C3L-04539-21,,
2760,C3L-04537-21,,
2761,C3L-03968-25,,
2762,C3L-03381-23,,
2763,C3N-00220-23,,
2764,C3N-00220-24,,
2765,C3N-00209-23,,
2766,C3N-00209-22,,
2767,C3N-00209-21,,
2768,C3N-00209-24,,
2769,C3N-00327-21,,
2770,C3N-00327-25,,
2771,C3N-00327-24,,
2772,C3N-00327-23,,
2773,C3N-00376-23,,
2774,C3N-00376-24,,
2775,C3N-00376-21,,
2776,C3N-00376-22,,
2777,C3N-00378-23,,
2778,C3N-00378-22,,
2779,C3N-00378-21,,
2780,C3L-06110-21,,
2781,C3L-06113-21,,
2782,C3L-05781-23,,
2783,C3L-05781-24,,
2784,C3L-05781-21,,
2785,C3L-05781-22,,
2786,C3L-05527-21,,
2787,C3L-05554-22,,
2788,C3L-05554-21,,
2789,C3L-05302-23,,
2790,C3L-05302-24,,
2791,C3L-05302-21,,
2792,C3L-05299-23,,
2793,C3L-05302-25,,
2794,C3L-05299-22,,
2795,C3L-05262-24,,
2796,C3L-05299-24,,
2797,C3L-05299-21,,
2798,C3L-05299-25,,
2799,C3L-05262-23,,
2800,C3L-05262-21,,
2801,C3L-05262-22,,
2802,C3L-05262-25,,
2803,C3L-05175-23,,
2804,C3L-05229-22,,
2805,C3L-05229-21,,
2806,C3L-05229-23,,
2807,C3L-05175-22,,
2808,C3L-05175-21,,
2809,C3L-04787-22,,
2810,C3L-04787-21,,
2811,C3L-04787-23,,
2812,C3L-04787-24,,
2813,C3L-04739-23,,
